Date,USD LIBOR3M 1y,,,Date,USD LIBOR3M 5y
5/31/2010,1.2848,,,5/31/2010,4.139
06/01/2010,1.2848,,,06/01/2010,4.1423
06/02/2010,1.3101,,,06/02/2010,4.1008
06/03/2010,1.3277,,,06/03/2010,4.2134
06/04/2010,1.3337,,,06/04/2010,4.2407
06/07/2010,1.2393,,,06/07/2010,4.0682
06/08/2010,1.2357,,,06/08/2010,3.9897
06/09/2010,1.2079,,,06/09/2010,4.046
06/10/2010,1.1507,,,06/10/2010,4.0147
06/11/2010,1.1838,,,06/11/2010,4.2255
6/14/2010,1.1307,,,6/14/2010,4.1054
6/15/2010,1.1425,,,6/15/2010,4.1139
6/16/2010,1.13,,,6/16/2010,4.167
6/17/2010,1.1023,,,6/17/2010,4.1106
6/18/2010,1.0629,,,6/18/2010,3.9961
6/21/2010,1.0503,,,6/21/2010,4.0664
6/22/2010,1.037,,,6/22/2010,4.0629
6/23/2010,1.0345,,,6/23/2010,3.9782
6/24/2010,1.0254,,,6/24/2010,3.9378
6/25/2010,1.0735,,,6/25/2010,3.9777
6/28/2010,1.02,,,6/28/2010,3.9312
6/29/2010,0.9851,,,6/29/2010,3.8289
6/30/2010,0.965,,,6/30/2010,3.7131
07/01/2010,0.976,,,07/01/2010,3.7055
07/02/2010,0.9799,,,07/02/2010,3.73
07/05/2010,1.0024,,,07/05/2010,3.7327
07/06/2010,1.0041,,,07/06/2010,3.71
07/07/2010,0.971,,,07/07/2010,3.7242
07/08/2010,0.9386,,,07/08/2010,3.7852
07/09/2010,0.921,,,07/09/2010,3.847
07/12/2010,0.9362,,,07/12/2010,3.8549
7/13/2010,0.9381,,,7/13/2010,3.8617
7/14/2010,0.9325,,,7/14/2010,3.933
7/15/2010,0.8783,,,7/15/2010,3.8391
7/16/2010,0.8483,,,7/16/2010,3.755
7/19/2010,0.807,,,7/19/2010,3.6775
7/20/2010,0.8015,,,7/20/2010,3.7422
7/21/2010,0.7672,,,7/21/2010,3.7088
7/22/2010,0.7594,,,7/22/2010,3.6071
7/23/2010,0.7413,,,7/23/2010,3.6833
7/26/2010,0.7944,,,7/26/2010,3.7712
7/27/2010,0.7961,,,7/27/2010,3.7435
7/28/2010,0.8317,,,7/28/2010,3.7887
7/29/2010,0.7582,,,7/29/2010,3.6958
7/30/2010,0.7517,,,7/30/2010,3.7331
08/02/2010,0.7023,,,08/02/2010,3.6102
08/03/2010,0.7011,,,08/03/2010,3.6664
08/04/2010,0.6713,,,08/04/2010,3.6037
08/05/2010,0.7232,,,08/05/2010,3.6401
08/06/2010,0.6863,,,08/06/2010,3.6134
08/09/2010,0.6805,,,08/09/2010,3.5145
08/10/2010,0.7309,,,08/10/2010,3.4874
08/11/2010,0.6906,,,08/11/2010,3.3748
08/12/2010,0.6597,,,08/12/2010,3.3009
8/13/2010,0.7208,,,8/13/2010,3.3501
8/16/2010,0.7196,,,8/16/2010,3.2408
8/17/2010,0.6871,,,8/17/2010,3.1278
8/18/2010,0.6888,,,8/18/2010,3.245
8/19/2010,0.6719,,,8/19/2010,3.2647
8/20/2010,0.6603,,,8/20/2010,3.2015
8/23/2010,0.6677,,,8/23/2010,3.248
8/24/2010,0.6465,,,8/24/2010,3.241
8/25/2010,0.6569,,,8/25/2010,3.1106
8/26/2010,0.7222,,,8/26/2010,3.1485
8/27/2010,0.6787,,,8/27/2010,3.025
8/30/2010,0.7196,,,8/30/2010,3.2674
8/31/2010,0.6482,,,8/31/2010,3.1014
09/01/2010,0.6483,,,09/01/2010,3.0384
09/02/2010,0.6772,,,09/02/2010,3.1449
09/03/2010,0.6924,,,09/03/2010,3.2175
09/06/2010,0.6958,,,09/06/2010,3.316
09/07/2010,0.6973,,,09/07/2010,3.2573
09/08/2010,0.6685,,,09/08/2010,3.1208
09/09/2010,0.7175,,,09/09/2010,3.2176
09/10/2010,0.7656,,,09/10/2010,3.3561
9/13/2010,0.787,,,9/13/2010,3.3925
9/14/2010,0.7175,,,9/14/2010,3.3352
9/15/2010,0.6697,,,9/15/2010,3.2661
9/16/2010,0.6688,,,9/16/2010,3.3368
9/17/2010,0.665,,,9/17/2010,3.427
9/20/2010,0.6764,,,9/20/2010,3.3844
9/21/2010,0.6628,,,9/21/2010,3.3667
9/22/2010,0.5882,,,9/22/2010,3.1947
9/23/2010,0.5991,,,9/23/2010,3.2048
9/24/2010,0.5942,,,9/24/2010,3.1898
9/27/2010,0.615,,,9/27/2010,3.2513
9/28/2010,0.6008,,,9/28/2010,3.1585
9/29/2010,0.5855,,,9/29/2010,3.0888
9/30/2010,0.6014,,,9/30/2010,3.1917
10/01/2010,0.6037,,,10/01/2010,3.2091
10/04/2010,0.6249,,,10/04/2010,3.2377
10/05/2010,0.5997,,,10/05/2010,3.1959
10/06/2010,0.5781,,,10/06/2010,3.2112
10/07/2010,0.5548,,,10/07/2010,3.1278
10/08/2010,0.5294,,,10/08/2010,3.0838
10/11/2010,0.5069,,,10/11/2010,3.1166
10/12/2010,0.513,,,10/12/2010,3.1438
10/13/2010,0.5219,,,10/13/2010,3.1342
10/14/2010,0.5119,,,10/14/2010,3.0961
10/15/2010,0.5436,,,10/15/2010,3.2426
10/18/2010,0.5432,,,10/18/2010,3.3013
10/19/2010,0.5557,,,10/19/2010,3.1957
10/20/2010,0.549,,,10/20/2010,3.1802
10/21/2010,0.516,,,10/21/2010,3.1423
10/22/2010,0.5327,,,10/22/2010,3.2682
10/25/2010,0.5368,,,10/25/2010,3.2919
10/26/2010,0.5192,,,10/26/2010,3.3206
10/27/2010,0.5674,,,10/27/2010,3.4323
10/28/2010,0.5853,,,10/28/2010,3.563
10/29/2010,0.5135,,,10/29/2010,3.4734
11/01/2010,0.4998,,,11/01/2010,3.4274
11/02/2010,0.5041,,,11/02/2010,3.4327
11/03/2010,0.5152,,,11/03/2010,3.3983
11/04/2010,0.4911,,,11/04/2010,3.3587
11/05/2010,0.4739,,,11/05/2010,3.2882
11/08/2010,0.5467,,,11/08/2010,3.2824
11/09/2010,0.6224,,,11/09/2010,3.3201
11/10/2010,0.6913,,,11/10/2010,3.4707
11/11/2010,0.6958,,,11/11/2010,3.4345
11/12/2010,0.8076,,,11/12/2010,3.4648
11/15/2010,0.7657,,,11/15/2010,3.5816
11/16/2010,0.761,,,11/16/2010,3.8006
11/17/2010,0.7441,,,11/17/2010,3.7009
11/18/2010,0.7004,,,11/18/2010,3.8187
11/19/2010,0.6982,,,11/19/2010,3.7835
11/22/2010,0.6963,,,11/22/2010,3.7864
11/23/2010,0.678,,,11/23/2010,3.7207
11/24/2010,0.6527,,,11/24/2010,3.6609
11/25/2010,0.7803,,,11/25/2010,3.8477
11/26/2010,0.7827,,,11/26/2010,3.7359
11/29/2010,0.8097,,,11/29/2010,3.8009
11/30/2010,0.7926,,,11/30/2010,3.6881
12/01/2010,0.7704,,,12/01/2010,3.6887
12/02/2010,0.8007,,,12/02/2010,3.9028
12/03/2010,0.8043,,,12/03/2010,3.9674
12/06/2010,0.6984,,,12/06/2010,3.9877
12/07/2010,0.6378,,,12/07/2010,3.8789
12/08/2010,0.7639,,,12/08/2010,4.1776
12/09/2010,0.847,,,12/09/2010,4.3053
12/10/2010,0.8273,,,12/10/2010,4.1528
12/13/2010,0.8742,,,12/13/2010,4.3173
12/14/2010,0.8257,,,12/14/2010,4.2587
12/15/2010,0.8816,,,12/15/2010,4.5419
12/16/2010,0.9484,,,12/16/2010,4.624
12/17/2010,0.915,,,12/17/2010,4.5067
12/20/2010,0.8412,,,12/20/2010,4.3489
12/21/2010,0.8331,,,12/21/2010,4.3133
12/22/2010,0.82,,,12/22/2010,4.2484
12/23/2010,0.8647,,,12/23/2010,4.2918
12/24/2010,0.9223,,,12/24/2010,4.3881
12/27/2010,0.9257,,,12/27/2010,4.6231
12/28/2010,0.9093,,,12/28/2010,4.2535
12/29/2010,0.9512,,,12/29/2010,4.4436
12/30/2010,0.8059,,,12/30/2010,4.313
12/31/2010,0.825,,,12/31/2010,4.3595
01/03/2011,0.7661,,,01/03/2011,4.2621
01/04/2011,0.7649,,,01/04/2011,4.2951
01/05/2011,0.8193,,,01/05/2011,4.2639
01/06/2011,0.9562,,,01/06/2011,4.4136
01/07/2011,0.9359,,,01/07/2011,4.3667
01/10/2011,0.8408,,,01/10/2011,4.2448
01/11/2011,0.8091,,,01/11/2011,4.2161
01/12/2011,0.8216,,,01/12/2011,4.2778
1/13/2011,0.8104,,,1/13/2011,4.2869
1/14/2011,0.7819,,,1/14/2011,4.2066
1/17/2011,0.7884,,,1/17/2011,4.2539
1/18/2011,0.7907,,,1/18/2011,4.218
1/19/2011,0.7879,,,1/19/2011,4.3013
1/20/2011,0.7662,,,1/20/2011,4.2651
1/21/2011,0.8486,,,1/21/2011,4.4211
1/24/2011,0.8307,,,1/24/2011,4.3223
1/25/2011,0.8196,,,1/25/2011,4.3398
1/26/2011,0.7737,,,1/26/2011,4.2757
1/27/2011,0.795,,,1/27/2011,4.3802
1/28/2011,0.7378,,,1/28/2011,4.3092
1/31/2011,0.7236,,,1/31/2011,4.2396
02/01/2011,0.743,,,02/01/2011,4.3178
02/02/2011,0.7844,,,02/02/2011,4.381
02/03/2011,0.8316,,,02/03/2011,4.4132
02/04/2011,0.8582,,,02/04/2011,4.5236
02/07/2011,0.9127,,,02/07/2011,4.6142
02/08/2011,0.9208,,,02/08/2011,4.6267
02/09/2011,1.0077,,,02/09/2011,4.7427
02/10/2011,0.9509,,,02/10/2011,4.6443
02/11/2011,1.0095,,,02/11/2011,4.6852
2/14/2011,1.0238,,,2/14/2011,4.5902
2/15/2011,1.02,,,2/15/2011,4.5903
2/16/2011,1.0083,,,2/16/2011,4.5388
2/17/2011,1.015,,,2/17/2011,4.5443
2/18/2011,0.9269,,,2/18/2011,4.5113
2/21/2011,0.8949,,,2/21/2011,4.5211
2/22/2011,0.8984,,,2/22/2011,4.4713
2/23/2011,0.8597,,,2/23/2011,4.3821
2/24/2011,0.8534,,,2/24/2011,4.4215
2/25/2011,0.8335,,,2/25/2011,4.3667
2/28/2011,0.8509,,,2/28/2011,4.4421
03/01/2011,0.8258,,,03/01/2011,4.4709
03/02/2011,0.797,,,03/02/2011,4.4463
03/03/2011,0.834,,,03/03/2011,4.5386
03/04/2011,0.9597,,,03/04/2011,4.6551
03/07/2011,0.8361,,,03/07/2011,4.5807
03/08/2011,0.8426,,,03/08/2011,4.5737
03/09/2011,0.8689,,,03/09/2011,4.5811
03/10/2011,0.8296,,,03/10/2011,4.5018
03/11/2011,0.7918,,,03/11/2011,4.3954
3/14/2011,0.7652,,,3/14/2011,4.4509
3/15/2011,0.7187,,,3/15/2011,4.4013
3/16/2011,0.7387,,,3/16/2011,4.3412
3/17/2011,0.6885,,,3/17/2011,4.1711
3/18/2011,0.7248,,,3/18/2011,4.242
3/21/2011,0.7225,,,3/21/2011,4.2345
3/22/2011,0.7707,,,3/22/2011,4.3276
3/23/2011,0.7939,,,3/23/2011,4.3473
3/24/2011,0.809,,,3/24/2011,4.3654
3/25/2011,0.8432,,,3/25/2011,4.4389
3/28/2011,0.9146,,,3/28/2011,4.4557
3/29/2011,0.9531,,,3/29/2011,4.4435
3/30/2011,0.9735,,,3/30/2011,4.4603
3/31/2011,0.9489,,,3/31/2011,4.3653
04/01/2011,0.9088,,,04/01/2011,4.3893
04/04/2011,0.9341,,,04/04/2011,4.3689
04/05/2011,0.8964,,,04/05/2011,4.3504
04/06/2011,0.971,,,04/06/2011,4.4219
04/07/2011,0.9882,,,04/07/2011,4.4886
04/08/2011,0.9374,,,04/08/2011,4.4569
04/11/2011,0.9629,,,04/11/2011,4.5272
04/12/2011,0.9771,,,04/12/2011,4.5428
4/13/2011,0.8893,,,4/13/2011,4.436
4/14/2011,0.851,,,4/14/2011,4.3931
4/15/2011,0.8901,,,4/15/2011,4.4475
4/18/2011,0.8047,,,4/18/2011,4.3167
4/19/2011,0.7533,,,4/19/2011,4.3071
4/20/2011,0.7505,,,4/20/2011,4.2838
4/21/2011,0.7682,,,4/21/2011,4.308
4/22/2011,0.7695,,,4/22/2011,4.3202
4/25/2011,0.7695,,,4/25/2011,4.2028
4/26/2011,0.7467,,,4/26/2011,4.3032
4/27/2011,0.7327,,,4/27/2011,4.2066
4/28/2011,0.7665,,,4/28/2011,4.3206
4/29/2011,0.7317,,,4/29/2011,4.2692
05/02/2011,0.7397,,,05/02/2011,4.2684
05/03/2011,0.7294,,,05/03/2011,4.2122
05/04/2011,0.7353,,,05/04/2011,4.1832
05/05/2011,0.7152,,,05/05/2011,4.1389
05/06/2011,0.7152,,,05/06/2011,4.0615
05/09/2011,0.6944,,,05/09/2011,4.0698
05/10/2011,0.673,,,05/10/2011,4.072
05/11/2011,0.7147,,,05/11/2011,4.1351
05/12/2011,0.6831,,,05/12/2011,4.0865
5/13/2011,0.6924,,,5/13/2011,4.1536
5/16/2011,0.6962,,,5/16/2011,4.0703
5/17/2011,0.6717,,,5/17/2011,4.0497
5/18/2011,0.6781,,,5/18/2011,4.0136
5/19/2011,0.7155,,,5/19/2011,4.0957
5/20/2011,0.6734,,,5/20/2011,4.1045
5/23/2011,0.6671,,,5/23/2011,4.0657
5/24/2011,0.6822,,,5/24/2011,4.0523
5/25/2011,0.681,,,5/25/2011,4.0272
5/26/2011,0.672,,,5/26/2011,4.0583
5/27/2011,0.6321,,,5/27/2011,3.9722
5/30/2011,0.6256,,,5/30/2011,3.9871
5/31/2011,0.6256,,,5/31/2011,3.9637
06/01/2011,0.6197,,,06/01/2011,3.9944
06/02/2011,0.6074,,,06/02/2011,3.8531
06/03/2011,0.6217,,,06/03/2011,3.9715
06/06/2011,0.5909,,,06/06/2011,3.9196
06/07/2011,0.5786,,,06/07/2011,3.9337
06/08/2011,0.5772,,,06/08/2011,3.9503
06/09/2011,0.5534,,,06/09/2011,3.8773
06/10/2011,0.5865,,,06/10/2011,3.9275
6/13/2011,0.5732,,,6/13/2011,3.903
6/14/2011,0.5644,,,6/14/2011,3.9278
6/15/2011,0.6127,,,6/15/2011,4.0745
6/16/2011,0.5933,,,6/16/2011,3.9204
6/17/2011,0.6367,,,6/17/2011,3.8982
6/20/2011,0.6229,,,6/20/2011,3.9104
6/21/2011,0.6209,,,6/21/2011,3.9161
6/22/2011,0.6181,,,6/22/2011,3.9443
6/23/2011,0.6025,,,6/23/2011,3.9247
6/24/2011,0.5949,,,6/24/2011,3.8561
6/27/2011,0.6252,,,6/27/2011,3.8007
6/28/2011,0.6593,,,6/28/2011,3.8608
6/29/2011,0.7213,,,6/29/2011,3.9649
6/30/2011,0.686,,,6/30/2011,4.0663
07/01/2011,0.6543,,,07/01/2011,4.1383
07/04/2011,0.6918,,,07/04/2011,4.1799
07/05/2011,0.6979,,,07/05/2011,4.3106
07/06/2011,0.6536,,,07/06/2011,4.1176
07/07/2011,0.6445,,,07/07/2011,4.1145
07/08/2011,0.6906,,,07/08/2011,4.1537
07/11/2011,0.599,,,07/11/2011,4.0372
07/12/2011,0.6201,,,07/12/2011,3.9108
7/13/2011,0.6361,,,7/13/2011,3.8437
7/14/2011,0.6285,,,7/14/2011,3.8507
7/15/2011,0.6141,,,7/15/2011,3.9192
7/18/2011,0.6518,,,7/18/2011,3.857
7/19/2011,0.6513,,,7/19/2011,3.8458
7/20/2011,0.6652,,,7/20/2011,3.8351
7/21/2011,0.6464,,,7/21/2011,3.8705
7/22/2011,0.653,,,7/22/2011,3.9748
7/25/2011,0.6075,,,7/25/2011,3.8817
7/26/2011,0.6282,,,7/26/2011,3.9212
7/27/2011,0.6263,,,7/27/2011,3.8824
7/28/2011,0.655,,,7/28/2011,3.9097
7/29/2011,0.6454,,,7/29/2011,3.8816
08/01/2011,0.6044,,,08/01/2011,3.7212
08/02/2011,0.5853,,,08/02/2011,3.6297
08/03/2011,0.5787,,,08/03/2011,3.4537
08/04/2011,0.5737,,,08/04/2011,3.4557
08/05/2011,0.5234,,,08/05/2011,3.2139
08/08/2011,0.5187,,,08/08/2011,3.442
08/09/2011,0.5182,,,08/09/2011,3.2252
08/10/2011,0.4072,,,08/10/2011,3.1345
08/11/2011,0.4041,,,08/11/2011,2.9242
08/12/2011,0.3879,,,08/12/2011,3.1841
8/15/2011,0.4058,,,8/15/2011,3.041
8/16/2011,0.4245,,,8/16/2011,3.0865
8/17/2011,0.423,,,8/17/2011,2.9492
8/18/2011,0.4282,,,8/18/2011,2.8439
8/19/2011,0.4466,,,8/19/2011,2.7179
8/22/2011,0.4618,,,8/22/2011,2.7258
8/23/2011,0.5233,,,8/23/2011,2.805
8/24/2011,0.5505,,,8/24/2011,2.8645
8/25/2011,0.5192,,,8/25/2011,3.0833
8/26/2011,0.5103,,,8/26/2011,3.0154
8/29/2011,0.4895,,,8/29/2011,2.913
8/30/2011,0.5036,,,8/30/2011,2.988
8/31/2011,0.4935,,,8/31/2011,2.9159
09/01/2011,0.4803,,,09/01/2011,2.969
09/02/2011,0.4808,,,09/02/2011,2.8665
09/05/2011,0.512,,,09/05/2011,2.7245
09/06/2011,0.5118,,,09/06/2011,2.6697
09/07/2011,0.5161,,,09/07/2011,2.6906
09/08/2011,0.5251,,,09/08/2011,2.7341
09/09/2011,0.5046,,,09/09/2011,2.6442
09/12/2011,0.5152,,,09/12/2011,2.6094
9/13/2011,0.5359,,,9/13/2011,2.6477
9/14/2011,0.5353,,,9/14/2011,2.6996
9/15/2011,0.5404,,,9/15/2011,2.6857
9/16/2011,0.5147,,,9/16/2011,2.8066
9/19/2011,0.4945,,,9/19/2011,2.7611
9/20/2011,0.464,,,9/20/2011,2.6526
9/21/2011,0.449,,,9/21/2011,2.6425
9/22/2011,0.4939,,,9/22/2011,2.5541
9/23/2011,0.5238,,,9/23/2011,2.3351
9/26/2011,0.5154,,,9/26/2011,2.4699
9/27/2011,0.5058,,,9/27/2011,2.5548
9/28/2011,0.5264,,,9/28/2011,2.643
9/29/2011,0.5512,,,9/29/2011,2.6529
9/30/2011,0.5669,,,9/30/2011,2.7018
10/03/2011,0.5875,,,10/03/2011,2.5949
10/04/2011,0.617,,,10/04/2011,2.4299
10/05/2011,0.6693,,,10/05/2011,2.5407
10/06/2011,0.6704,,,10/06/2011,2.6318
10/07/2011,0.6777,,,10/07/2011,2.7363
10/10/2011,0.7186,,,10/10/2011,2.8583
10/11/2011,0.7378,,,10/11/2011,2.93
10/12/2011,0.7236,,,10/12/2011,2.9169
10/13/2011,0.6669,,,10/13/2011,2.9686
10/14/2011,0.6888,,,10/14/2011,2.9539
10/17/2011,0.6766,,,10/17/2011,3.0617
10/18/2011,0.6853,,,10/18/2011,2.9484
10/19/2011,0.6742,,,10/19/2011,2.9814
10/20/2011,0.6691,,,10/20/2011,2.9535
10/21/2011,0.6627,,,10/21/2011,2.9945
10/24/2011,0.6781,,,10/24/2011,3.0289
10/25/2011,0.6697,,,10/25/2011,3.0667
10/26/2011,0.6509,,,10/26/2011,2.8949
10/27/2011,0.6838,,,10/27/2011,3.0151
10/28/2011,0.6627,,,10/28/2011,3.2418
10/31/2011,0.5936,,,10/31/2011,3.1174
11/01/2011,0.5687,,,11/01/2011,2.8819
11/02/2011,0.5891,,,11/02/2011,2.7202
11/03/2011,0.5735,,,11/03/2011,2.7026
11/04/2011,0.5791,,,11/04/2011,2.7762
11/07/2011,0.5816,,,11/07/2011,2.7099
11/08/2011,0.6096,,,11/08/2011,2.7425
11/09/2011,0.6179,,,11/09/2011,2.8019
11/10/2011,0.6761,,,11/10/2011,2.6688
11/11/2011,0.7182,,,11/11/2011,2.7472
11/14/2011,0.7606,,,11/14/2011,2.7796
11/15/2011,0.7467,,,11/15/2011,2.7774
11/16/2011,0.7405,,,11/16/2011,2.765
11/17/2011,0.7936,,,11/17/2011,2.6942
11/18/2011,0.8505,,,11/18/2011,2.6212
11/21/2011,0.8241,,,11/21/2011,2.6747
11/22/2011,0.855,,,11/22/2011,2.6068
11/23/2011,0.8253,,,11/23/2011,2.5638
11/24/2011,0.8595,,,11/24/2011,2.5439
11/25/2011,0.8583,,,11/25/2011,2.5145
11/28/2011,0.8698,,,11/28/2011,2.6247
11/29/2011,0.8544,,,11/29/2011,2.6479
11/30/2011,0.7997,,,11/30/2011,2.5929
12/01/2011,0.6564,,,12/01/2011,2.6875
12/02/2011,0.6849,,,12/02/2011,2.7481
12/05/2011,0.7117,,,12/05/2011,2.6567
12/06/2011,0.6967,,,12/06/2011,2.6463
12/07/2011,0.6923,,,12/07/2011,2.6923
12/08/2011,0.6637,,,12/08/2011,2.6088
12/09/2011,0.6434,,,12/09/2011,2.5378
12/12/2011,0.6484,,,12/12/2011,2.6606
12/13/2011,0.6834,,,12/13/2011,2.6161
12/14/2011,0.7027,,,12/14/2011,2.5316
12/15/2011,0.7333,,,12/15/2011,2.4519
12/16/2011,0.7279,,,12/16/2011,2.4814
12/19/2011,0.7481,,,12/19/2011,2.4122
12/20/2011,0.7681,,,12/20/2011,2.3749
12/21/2011,0.7634,,,12/21/2011,2.4979
12/22/2011,0.7677,,,12/22/2011,2.5419
12/23/2011,0.7881,,,12/23/2011,2.5162
12/26/2011,0.7991,,,12/26/2011,2.585
12/27/2011,0.7991,,,12/27/2011,2.5804
12/28/2011,0.8045,,,12/28/2011,2.5787
12/29/2011,0.8091,,,12/29/2011,2.4642
12/30/2011,0.793,,,12/30/2011,2.4412
01/02/2012,0.7477,,,01/02/2012,2.4247
01/03/2012,0.7477,,,01/03/2012,2.4249
01/04/2012,0.763,,,01/04/2012,2.5088
01/05/2012,0.7485,,,01/05/2012,2.5202
01/06/2012,0.7375,,,01/06/2012,2.5478
01/09/2012,0.6893,,,01/09/2012,2.5068
01/10/2012,0.6443,,,01/10/2012,2.514
01/11/2012,0.6383,,,01/11/2012,2.5293
01/12/2012,0.6049,,,01/12/2012,2.4596
1/13/2012,0.5726,,,1/13/2012,2.4907
1/16/2012,0.5699,,,1/16/2012,2.4193
1/17/2012,0.5699,,,1/17/2012,2.4151
1/18/2012,0.5447,,,1/18/2012,2.3967
1/19/2012,0.5699,,,1/19/2012,2.4353
1/20/2012,0.5665,,,1/20/2012,2.535
1/23/2012,0.5785,,,1/23/2012,2.6022
1/24/2012,0.5584,,,1/24/2012,2.6331
1/25/2012,0.5688,,,1/25/2012,2.6369
1/26/2012,0.5488,,,1/26/2012,2.5394
1/27/2012,0.5152,,,1/27/2012,2.4516
1/30/2012,0.5139,,,1/30/2012,2.3802
1/31/2012,0.5249,,,1/31/2012,2.323
02/01/2012,0.4921,,,02/01/2012,2.2584
02/02/2012,0.4797,,,02/02/2012,2.2615
02/03/2012,0.4626,,,02/03/2012,2.2578
02/06/2012,0.4776,,,02/06/2012,2.3883
02/07/2012,0.4952,,,02/07/2012,2.373
02/08/2012,0.5278,,,02/08/2012,2.4627
02/09/2012,0.5207,,,02/09/2012,2.4825
02/10/2012,0.5141,,,02/10/2012,2.4975
2/13/2012,0.5314,,,2/13/2012,2.437
2/14/2012,0.5616,,,2/14/2012,2.414
2/15/2012,0.5648,,,2/15/2012,2.3656
2/16/2012,0.5489,,,2/16/2012,2.3445
2/17/2012,0.5776,,,2/17/2012,2.4116
2/20/2012,0.5725,,,2/20/2012,2.4349
2/21/2012,0.5727,,,2/21/2012,2.4794
2/22/2012,0.5863,,,2/22/2012,2.5105
2/23/2012,0.5815,,,2/23/2012,2.4412
2/24/2012,0.5937,,,2/24/2012,2.444
2/27/2012,0.6172,,,2/27/2012,2.4063
2/28/2012,0.5831,,,2/28/2012,2.3572
2/29/2012,0.5823,,,2/29/2012,2.4505
03/01/2012,0.5666,,,03/01/2012,2.4882
03/02/2012,0.5547,,,03/02/2012,2.5631
03/05/2012,0.521,,,03/05/2012,2.4852
03/06/2012,0.5616,,,03/06/2012,2.5155
03/07/2012,0.5524,,,03/07/2012,2.4364
03/08/2012,0.5482,,,03/08/2012,2.4716
03/09/2012,0.548,,,03/09/2012,2.5275
03/12/2012,0.5689,,,03/12/2012,2.5275
3/13/2012,0.5693,,,3/13/2012,2.5178
3/14/2012,0.6053,,,3/14/2012,2.6397
3/15/2012,0.6571,,,3/15/2012,2.8062
3/16/2012,0.6323,,,3/16/2012,2.8513
3/19/2012,0.6026,,,3/19/2012,2.8715
3/20/2012,0.6188,,,3/20/2012,3.0031
3/21/2012,0.6564,,,3/21/2012,2.9996
3/22/2012,0.6367,,,3/22/2012,2.9046
3/23/2012,0.6272,,,3/23/2012,2.8837
3/26/2012,0.602,,,3/26/2012,2.8255
3/27/2012,0.5774,,,3/27/2012,2.84
3/28/2012,0.5411,,,3/28/2012,2.7482
3/29/2012,0.5461,,,3/29/2012,2.7599
3/30/2012,0.557,,,3/30/2012,2.674
04/02/2012,0.5576,,,04/02/2012,2.7522
04/03/2012,0.5636,,,04/03/2012,2.7265
04/04/2012,0.6001,,,04/04/2012,2.8828
04/05/2012,0.6174,,,04/05/2012,2.7916
04/06/2012,0.6279,,,04/06/2012,2.7309
04/09/2012,0.6133,,,04/09/2012,2.5743
04/10/2012,0.6023,,,04/10/2012,2.5398
04/11/2012,0.5963,,,04/11/2012,2.4807
04/12/2012,0.5789,,,04/12/2012,2.5278
4/13/2012,0.5538,,,4/13/2012,2.5636
4/16/2012,0.5578,,,4/16/2012,2.4877
4/17/2012,0.558,,,4/17/2012,2.4763
4/18/2012,0.5481,,,4/18/2012,2.4896
4/19/2012,0.5488,,,4/19/2012,2.4685
4/20/2012,0.5592,,,4/20/2012,2.4786
4/23/2012,0.5543,,,4/23/2012,2.4623
4/24/2012,0.5632,,,4/24/2012,2.4396
4/25/2012,0.5701,,,4/25/2012,2.496
4/26/2012,0.5454,,,4/26/2012,2.5034
4/27/2012,0.5574,,,4/27/2012,2.4592
4/30/2012,0.5576,,,4/30/2012,2.4816
05/01/2012,0.5475,,,05/01/2012,2.44
05/02/2012,0.5375,,,05/02/2012,2.4869
05/03/2012,0.5437,,,05/03/2012,2.4642
05/04/2012,0.5393,,,05/04/2012,2.4687
05/07/2012,0.5478,,,05/07/2012,2.3861
05/08/2012,0.553,,,05/08/2012,2.3978
05/09/2012,0.5709,,,05/09/2012,2.3688
05/10/2012,0.5995,,,05/10/2012,2.3545
05/11/2012,0.5864,,,05/11/2012,2.3786
5/14/2012,0.6202,,,5/14/2012,2.348
5/15/2012,0.6645,,,5/15/2012,2.2584
5/16/2012,0.6955,,,5/16/2012,2.2492
5/17/2012,0.6834,,,5/17/2012,2.2298
5/18/2012,0.6842,,,5/18/2012,2.1377
5/21/2012,0.7017,,,5/21/2012,2.1601
5/22/2012,0.6744,,,5/22/2012,2.1884
5/23/2012,0.6626,,,5/23/2012,2.2319
5/24/2012,0.6856,,,5/24/2012,2.2021
5/25/2012,0.6755,,,5/25/2012,2.2568
5/28/2012,0.6756,,,5/28/2012,2.3557
5/29/2012,0.6758,,,5/29/2012,2.203
5/30/2012,0.6532,,,5/30/2012,2.2228
5/31/2012,0.6517,,,5/31/2012,2.071
06/01/2012,0.6531,,,06/01/2012,2.012
06/04/2012,0.6642,,,06/04/2012,1.93
06/05/2012,0.6642,,,06/05/2012,2.0234
06/06/2012,0.6383,,,06/06/2012,2.066
06/07/2012,0.617,,,06/07/2012,2.1396
06/08/2012,0.592,,,06/08/2012,2.1319
06/11/2012,0.5874,,,06/11/2012,2.1634
06/12/2012,0.5871,,,06/12/2012,2.0647
6/13/2012,0.6126,,,6/13/2012,2.1401
6/14/2012,0.6182,,,6/14/2012,2.0473
6/15/2012,0.6235,,,6/15/2012,2.1023
6/18/2012,0.5623,,,6/18/2012,2.0229
6/19/2012,0.547,,,6/19/2012,2.0231
6/20/2012,0.542,,,6/20/2012,2.0835
6/21/2012,0.538,,,6/21/2012,2.1312
6/22/2012,0.5687,,,6/22/2012,2.087
6/25/2012,0.5499,,,6/25/2012,2.1422
