Date,USD LIBOR3M 1y,,,Date,USD LIBOR3M 5y
8/17/2016,1.0068,,,8/17/2016,1.5159
8/18/2016,1.0188,,,8/18/2016,1.4986
8/19/2016,0.9954,,,8/19/2016,1.4891
8/22/2016,1.0339,,,8/22/2016,1.5169
8/23/2016,1.032,,,8/23/2016,1.4692
8/24/2016,1.0377,,,8/24/2016,1.4685
8/25/2016,1.0239,,,8/25/2016,1.4895
8/26/2016,1.0496,,,8/26/2016,1.4974
8/29/2016,1.1074,,,8/29/2016,1.5519
8/30/2016,1.0717,,,8/30/2016,1.4693
8/31/2016,1.0772,,,8/31/2016,1.479
09/01/2016,1.0751,,,09/01/2016,1.5025
09/02/2016,1.0697,,,09/02/2016,1.4951
09/05/2016,1.0707,,,09/05/2016,1.5286
09/06/2016,1.0713,,,09/06/2016,1.4702
09/07/2016,1.0072,,,09/07/2016,1.4473
09/08/2016,1.0132,,,09/08/2016,1.4411
09/09/2016,1.0591,,,09/09/2016,1.4993
09/12/2016,1.0844,,,09/12/2016,1.5936
9/13/2016,1.0544,,,9/13/2016,1.5751
9/14/2016,1.0737,,,9/14/2016,1.646
9/15/2016,1.0256,,,9/15/2016,1.6014
9/16/2016,1.011,,,9/16/2016,1.6013
9/19/2016,1.0466,,,9/19/2016,1.5912
9/20/2016,1.0473,,,9/20/2016,1.6153
9/21/2016,1.0578,,,9/21/2016,1.5987
9/22/2016,1.0743,,,9/22/2016,1.5622
9/23/2016,1.0545,,,9/23/2016,1.5092
9/26/2016,1.0394,,,9/26/2016,1.5186
9/27/2016,1.0251,,,9/27/2016,1.4768
9/28/2016,1.0199,,,9/28/2016,1.4484
9/29/2016,1.0332,,,9/29/2016,1.4859
9/30/2016,1.0285,,,9/30/2016,1.4933
10/03/2016,1.0446,,,10/03/2016,1.524
10/04/2016,1.0712,,,10/04/2016,1.5537
10/05/2016,1.0974,,,10/05/2016,1.6231
10/06/2016,1.1151,,,10/06/2016,1.6366
10/07/2016,1.133,,,10/07/2016,1.6722
10/10/2016,1.1312,,,10/10/2016,1.6458
10/11/2016,1.149,,,10/11/2016,1.4983
10/12/2016,1.1483,,,10/12/2016,1.6919
10/13/2016,1.1463,,,10/13/2016,1.7018
10/14/2016,1.1045,,,10/14/2016,1.6722
10/17/2016,1.1066,,,10/17/2016,1.7352
10/18/2016,1.0868,,,10/18/2016,1.7068
10/19/2016,1.0667,,,10/19/2016,1.6781
10/20/2016,1.0667,,,10/20/2016,1.6772
10/21/2016,1.0974,,,10/21/2016,1.699
10/24/2016,1.103,,,10/24/2016,1.6709
10/25/2016,1.12,,,10/25/2016,1.6972
10/26/2016,1.1309,,,10/26/2016,1.6926
10/27/2016,1.1448,,,10/27/2016,1.7503
10/28/2016,1.1579,,,10/28/2016,1.8304
10/31/2016,1.1357,,,10/31/2016,1.8364
11/01/2016,1.1313,,,11/01/2016,1.8098
11/02/2016,1.1062,,,11/02/2016,1.8191
11/03/2016,1.0951,,,11/03/2016,1.8005
11/04/2016,1.0905,,,11/04/2016,1.8021
11/07/2016,1.0693,,,11/07/2016,1.7651
11/08/2016,1.1149,,,11/08/2016,1.8198
11/09/2016,1.1469,,,11/09/2016,1.8512
11/10/2016,1.1978,,,11/10/2016,2.108
11/11/2016,1.2085,,,11/11/2016,2.2205
11/14/2016,1.2473,,,11/14/2016,2.2146
11/15/2016,1.2813,,,11/15/2016,2.3628
11/16/2016,1.2989,,,11/16/2016,2.3052
11/17/2016,1.2994,,,11/17/2016,2.3108
11/18/2016,1.3318,,,11/18/2016,2.3881
11/21/2016,1.3655,,,11/21/2016,2.46
11/22/2016,1.374,,,11/22/2016,2.3914
11/23/2016,1.3596,,,11/23/2016,2.3634
11/24/2016,1.3981,,,11/24/2016,2.4044
11/25/2016,1.399,,,11/25/2016,2.36
11/28/2016,1.4106,,,11/28/2016,2.405
11/29/2016,1.3912,,,11/29/2016,2.3817
11/30/2016,1.3368,,,11/30/2016,2.3035
12/01/2016,1.3647,,,12/01/2016,2.4095
12/02/2016,1.3948,,,12/02/2016,2.4972
12/05/2016,1.3529,,,12/05/2016,2.4326
12/06/2016,1.3836,,,12/06/2016,2.4391
12/07/2016,1.39,,,12/07/2016,2.4337
12/08/2016,1.3758,,,12/08/2016,2.3761
12/09/2016,1.3813,,,12/09/2016,2.4756
12/12/2016,1.4175,,,12/12/2016,2.5496
12/13/2016,1.4194,,,12/13/2016,2.5565
12/14/2016,1.4407,,,12/14/2016,2.534
12/15/2016,1.5608,,,12/15/2016,2.6537
12/16/2016,1.6064,,,12/16/2016,2.7223
12/19/2016,1.5981,,,12/19/2016,2.7101
12/20/2016,1.5699,,,12/20/2016,2.6551
12/21/2016,1.5765,,,12/21/2016,2.6687
12/22/2016,1.5689,,,12/22/2016,2.6505
12/23/2016,1.5806,,,12/23/2016,2.6565
12/26/2016,1.5871,,,12/26/2016,2.6394
12/27/2016,1.5871,,,12/27/2016,2.6486
12/28/2016,1.6023,,,12/28/2016,2.648
12/29/2016,1.5826,,,12/29/2016,2.5942
12/30/2016,1.5432,,,12/30/2016,2.5627
01/02/2017,1.534,,,01/02/2017,2.4944
01/03/2017,1.5339,,,01/03/2017,2.516
01/04/2017,1.5557,,,01/04/2017,2.4792
01/05/2017,1.555,,,01/05/2017,2.4578
01/06/2017,1.5077,,,01/06/2017,2.3664
01/09/2017,1.5532,,,01/09/2017,2.4513
01/10/2017,1.5382,,,01/10/2017,2.3724
01/11/2017,1.5396,,,01/11/2017,2.3929
01/12/2017,1.5489,,,01/12/2017,2.3898
1/13/2017,1.536,,,1/13/2017,2.3779
1/16/2017,1.5516,,,1/16/2017,2.4195
1/17/2017,1.5524,,,1/17/2017,2.3642
1/18/2017,1.5157,,,1/18/2017,2.3408
1/19/2017,1.5519,,,1/19/2017,2.46
1/20/2017,1.6065,,,1/20/2017,2.5379
1/23/2017,1.5859,,,1/23/2017,2.5323
1/24/2017,1.5351,,,1/24/2017,2.4684
1/25/2017,1.5683,,,1/25/2017,2.5349
1/26/2017,1.595,,,1/26/2017,2.5927
1/27/2017,1.5789,,,1/27/2017,2.5756
1/30/2017,1.5567,,,1/30/2017,2.5538
1/31/2017,1.5506,,,1/31/2017,2.5485
02/01/2017,1.5349,,,02/01/2017,2.5128
02/02/2017,1.5559,,,02/02/2017,2.5265
02/03/2017,1.5545,,,02/03/2017,2.5299
02/06/2017,1.5647,,,02/06/2017,2.5343
02/07/2017,1.523,,,02/07/2017,2.4848
02/08/2017,1.5213,,,02/08/2017,2.4628
02/09/2017,1.5039,,,02/09/2017,2.3838
02/10/2017,1.5397,,,02/10/2017,2.4585
2/13/2017,1.5571,,,2/13/2017,2.473
2/14/2017,1.569,,,2/14/2017,2.5097
2/15/2017,1.6081,,,2/15/2017,2.5431
2/16/2017,1.6519,,,2/16/2017,2.5645
2/17/2017,1.619,,,2/17/2017,2.5196
2/20/2017,1.606,,,2/20/2017,2.503
2/21/2017,1.6067,,,2/21/2017,2.504
2/22/2017,1.6331,,,2/22/2017,2.531
2/23/2017,1.6197,,,2/23/2017,2.5072
2/24/2017,1.5966,,,2/24/2017,2.4692
2/27/2017,1.5564,,,2/27/2017,2.4019
2/28/2017,1.6685,,,2/28/2017,2.5381
03/01/2017,1.6802,,,03/01/2017,2.5622
03/02/2017,1.743,,,03/02/2017,2.6202
03/03/2017,1.7795,,,03/03/2017,2.6596
03/06/2017,1.7593,,,03/06/2017,2.6524
03/07/2017,1.7403,,,03/07/2017,2.6719
03/08/2017,1.7469,,,03/08/2017,2.6674
03/09/2017,1.7707,,,03/09/2017,2.7271
03/10/2017,1.8076,,,03/10/2017,2.7966
3/13/2017,1.8045,,,3/13/2017,2.7649
3/14/2017,1.8114,,,3/14/2017,2.8239
3/15/2017,1.8134,,,3/15/2017,2.7929
3/16/2017,1.7458,,,3/16/2017,2.6688
3/17/2017,1.7423,,,3/17/2017,2.7112
3/20/2017,1.7477,,,3/20/2017,2.6789
3/21/2017,1.7344,,,3/21/2017,2.6186
3/22/2017,1.716,,,3/22/2017,2.5674
3/23/2017,1.6939,,,3/23/2017,2.552
3/24/2017,1.695,,,3/24/2017,2.5893
3/27/2017,1.702,,,3/27/2017,2.5921
3/28/2017,1.6824,,,3/28/2017,2.5273
3/29/2017,1.706,,,3/29/2017,2.5805
3/30/2017,1.6853,,,3/30/2017,2.5261
3/31/2017,1.7063,,,3/31/2017,2.5733
04/03/2017,1.6872,,,04/03/2017,2.5423
04/04/2017,1.6508,,,04/04/2017,2.4563
04/05/2017,1.6413,,,04/05/2017,2.4999
04/06/2017,1.6334,,,04/06/2017,2.4694
04/07/2017,1.638,,,04/07/2017,2.4746
04/10/2017,1.6676,,,04/10/2017,2.507
04/11/2017,1.6525,,,04/11/2017,2.4787
04/12/2017,1.6012,,,04/12/2017,2.394
4/13/2017,1.6071,,,4/13/2017,2.3383
4/14/2017,1.5747,,,4/14/2017,2.3292
4/17/2017,1.5747,,,4/17/2017,2.3385
4/18/2017,1.5658,,,4/18/2017,2.343
4/19/2017,1.5235,,,4/19/2017,2.2439
4/20/2017,1.5268,,,4/20/2017,2.2892
4/21/2017,1.5805,,,4/21/2017,2.3376
4/24/2017,1.5673,,,4/24/2017,2.349
4/25/2017,1.6148,,,4/25/2017,2.3964
4/26/2017,1.6585,,,4/26/2017,2.4685
4/27/2017,1.663,,,4/27/2017,2.4214
4/28/2017,1.6367,,,4/28/2017,2.4448
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
