Date,GBP 2m 1y,,,Date,GBP 2m 5y
01/05/2016,0.9129,,,01/07/2016,1.9308
01/06/2016,0.8801,,,01/08/2016,1.9168
01/07/2016,0.8256,,,01/11/2016,1.8941
01/08/2016,0.8115,,,01/12/2016,1.8766
01/11/2016,0.7698,,,1/13/2016,1.8901
01/12/2016,0.7506,,,1/14/2016,1.8579
1/13/2016,0.7363,,,1/15/2016,1.891
1/14/2016,0.7415,,,1/18/2016,1.7309
1/15/2016,0.7582,,,1/19/2016,1.7829
1/18/2016,0.6216,,,1/20/2016,1.7625
1/19/2016,0.6888,,,1/21/2016,1.7297
1/20/2016,0.6629,,,1/22/2016,1.7638
1/21/2016,0.6344,,,1/25/2016,1.8122
1/22/2016,0.6542,,,1/26/2016,1.7852
1/25/2016,0.6871,,,1/27/2016,1.7791
1/26/2016,0.6679,,,1/28/2016,1.8142
1/27/2016,0.6844,,,1/29/2016,1.7957
1/28/2016,0.7042,,,02/01/2016,1.673
1/29/2016,0.6806,,,02/02/2016,1.7026
02/01/2016,0.5744,,,02/03/2016,1.6102
02/02/2016,0.6336,,,02/04/2016,1.5664
02/03/2016,0.5927,,,02/05/2016,1.6154
02/04/2016,0.5572,,,02/08/2016,1.582
02/05/2016,0.5721,,,02/09/2016,1.4568
02/08/2016,0.5768,,,02/10/2016,1.4334
02/09/2016,0.5798,,,02/11/2016,1.4586
02/10/2016,0.5401,,,02/12/2016,1.3212
02/11/2016,0.5864,,,2/15/2016,1.4514
02/12/2016,0.4803,,,2/16/2016,1.4217
2/15/2016,0.5638,,,2/17/2016,1.4403
2/16/2016,0.5525,,,2/18/2016,1.4921
2/17/2016,0.5584,,,2/19/2016,1.4211
2/18/2016,0.6101,,,2/22/2016,1.4577
2/19/2016,0.5935,,,2/23/2016,1.3993
2/22/2016,0.6074,,,2/24/2016,1.4132
2/23/2016,0.6035,,,2/25/2016,1.3867
2/24/2016,0.6037,,,2/26/2016,1.2268
2/25/2016,0.5729,,,2/29/2016,1.3175
2/26/2016,0.5214,,,03/01/2016,1.2276
2/29/2016,0.5621,,,03/02/2016,1.3056
03/01/2016,0.5272,,,03/03/2016,1.3953
03/02/2016,0.5544,,,03/04/2016,1.3779
03/03/2016,0.5913,,,03/07/2016,1.4811
03/04/2016,0.589,,,03/08/2016,1.4409
03/07/2016,0.6195,,,03/09/2016,1.3669
03/08/2016,0.6231,,,03/10/2016,1.4628
03/09/2016,0.5873,,,03/11/2016,1.5016
03/10/2016,0.5996,,,3/14/2016,1.5434
03/11/2016,0.6374,,,3/15/2016,1.5466
3/14/2016,0.6707,,,3/16/2016,1.496
3/15/2016,0.668,,,3/17/2016,1.5037
3/16/2016,0.6363,,,3/18/2016,1.4096
3/17/2016,0.6213,,,3/21/2016,1.3968
3/18/2016,0.6346,,,3/22/2016,1.4401
3/21/2016,0.627,,,3/23/2016,1.454
3/22/2016,0.6454,,,3/24/2016,1.3892
3/23/2016,0.6474,,,3/25/2016,1.453
3/24/2016,0.6191,,,3/28/2016,1.4483
3/25/2016,0.6591,,,3/29/2016,1.4428
3/28/2016,0.6538,,,3/30/2016,1.3758
3/29/2016,0.65,,,3/31/2016,1.3768
3/30/2016,0.6338,,,04/01/2016,1.3871
3/31/2016,0.6396,,,04/04/2016,1.4063
04/01/2016,0.6206,,,04/05/2016,1.3873
04/04/2016,0.6117,,,04/06/2016,1.3191
04/05/2016,0.6187,,,04/07/2016,1.3357
04/06/2016,0.5787,,,04/08/2016,1.2819
04/07/2016,0.583,,,04/11/2016,1.3324
04/08/2016,0.5743,,,04/12/2016,1.3613
04/11/2016,0.5846,,,4/13/2016,1.4513
04/12/2016,0.6064,,,4/14/2016,1.3937
4/13/2016,0.6336,,,4/15/2016,1.4451
4/14/2016,0.6467,,,4/18/2016,1.3751
4/15/2016,0.6582,,,4/19/2016,1.4307
4/18/2016,0.6507,,,4/20/2016,1.4412
4/19/2016,0.6469,,,4/21/2016,1.4492
4/20/2016,0.6708,,,4/22/2016,1.53
4/21/2016,0.6851,,,4/25/2016,1.5628
4/22/2016,0.7055,,,4/26/2016,1.5729
4/25/2016,0.7033,,,4/27/2016,1.6559
4/26/2016,0.7142,,,4/28/2016,1.5884
4/27/2016,0.7385,,,4/29/2016,1.5598
4/28/2016,0.7314,,,05/02/2016,1.5447
4/29/2016,0.7012,,,05/03/2016,1.5359
05/02/2016,0.6994,,,05/04/2016,1.4839
05/03/2016,0.7009,,,05/05/2016,1.4579
05/04/2016,0.6541,,,05/06/2016,1.432
05/05/2016,0.6789,,,05/09/2016,1.3899
05/06/2016,0.6498,,,05/10/2016,1.397
05/09/2016,0.6072,,,05/11/2016,1.4153
05/10/2016,0.5823,,,05/12/2016,1.3924
05/11/2016,0.5856,,,5/13/2016,1.426
05/12/2016,0.5948,,,5/16/2016,1.3464
5/13/2016,0.621,,,5/17/2016,1.3955
5/16/2016,0.5903,,,5/18/2016,1.369
5/17/2016,0.5932,,,5/19/2016,1.4388
5/18/2016,0.5895,,,5/20/2016,1.4413
5/19/2016,0.6026,,,5/23/2016,1.4856
5/20/2016,0.6522,,,5/24/2016,1.4647
5/23/2016,0.6504,,,5/25/2016,1.5073
5/24/2016,0.6482,,,5/26/2016,1.5045
5/25/2016,0.6963,,,5/27/2016,1.4786
5/26/2016,0.6882,,,5/30/2016,1.4682
5/27/2016,0.7039,,,5/31/2016,1.4658
5/30/2016,0.6759,,,06/01/2016,1.4769
5/31/2016,0.6887,,,06/02/2016,1.4387
06/01/2016,0.6638,,,06/03/2016,1.4085
06/02/2016,0.636,,,06/06/2016,1.3411
06/03/2016,0.5987,,,06/07/2016,1.263
06/06/2016,0.539,,,06/08/2016,1.307
06/07/2016,0.5396,,,06/09/2016,1.2679
06/08/2016,0.5595,,,06/10/2016,1.2635
06/09/2016,0.5559,,,6/13/2016,1.2231
06/10/2016,0.5778,,,6/14/2016,1.224
6/13/2016,0.5728,,,6/15/2016,1.147
6/14/2016,0.5481,,,6/16/2016,1.1362
6/15/2016,0.521,,,6/17/2016,1.1567
6/16/2016,0.4956,,,6/20/2016,1.1734
6/17/2016,0.5245,,,6/21/2016,1.2727
6/20/2016,0.5542,,,6/22/2016,1.3197
6/21/2016,0.6461,,,6/23/2016,1.3559
6/22/2016,0.6412,,,6/24/2016,1.4501
6/23/2016,0.6409,,,6/27/2016,1.1843
6/24/2016,0.6882,,,6/28/2016,0.8943
6/27/2016,0.4313,,,6/29/2016,0.9442
6/28/2016,0.3731,,,6/30/2016,0.9535
6/29/2016,0.4051,,,07/01/2016,0.9537
6/30/2016,0.4168,,,07/04/2016,0.9076
07/01/2016,0.3334,,,07/05/2016,0.89
07/04/2016,0.3597,,,07/06/2016,0.8076
07/05/2016,0.3494,,,07/07/2016,0.7675
07/06/2016,0.3509,,,07/08/2016,0.7849
07/07/2016,0.3594,,,07/11/2016,0.7452
07/08/2016,0.3614,,,07/12/2016,0.7737
07/11/2016,0.3616,,,7/13/2016,0.8535
07/12/2016,0.3745,,,7/14/2016,0.7968
7/13/2016,0.3708,,,7/15/2016,0.8174
7/14/2016,0.3412,,,7/18/2016,0.8774
7/15/2016,0.4038,,,7/19/2016,0.8586
7/18/2016,0.3669,,,7/20/2016,0.8415
7/19/2016,0.3803,,,7/21/2016,0.8148
7/20/2016,0.3881,,,7/22/2016,0.8292
7/21/2016,0.4412,,,7/25/2016,0.8205
7/22/2016,0.3961,,,7/26/2016,0.7971
7/25/2016,0.3634,,,7/27/2016,0.8194
7/26/2016,0.3643,,,7/28/2016,0.7625
7/27/2016,0.367,,,7/29/2016,0.7408
7/28/2016,0.3528,,,08/01/2016,0.7132
7/29/2016,0.3483,,,08/02/2016,0.7365
08/01/2016,0.3372,,,08/03/2016,0.7895
08/02/2016,0.3348,,,08/04/2016,0.7934
08/03/2016,0.3557,,,08/05/2016,0.676
08/04/2016,0.3307,,,08/08/2016,0.7213
08/05/2016,0.253,,,08/09/2016,0.6513
08/08/2016,0.2322,,,08/10/2016,0.613
08/09/2016,0.2119,,,08/11/2016,0.5852
08/10/2016,0.2138,,,08/12/2016,0.5943
08/11/2016,0.2022,,,8/15/2016,0.5824
08/12/2016,0.2253,,,8/16/2016,0.5847
8/15/2016,0.2209,,,8/17/2016,0.6327
8/16/2016,0.2035,,,8/18/2016,0.6116
8/17/2016,0.2214,,,8/19/2016,0.5947
8/18/2016,0.2256,,,8/22/2016,0.667
8/19/2016,0.2288,,,8/23/2016,0.5952
8/22/2016,0.2304,,,8/24/2016,0.6158
8/23/2016,0.2251,,,8/25/2016,0.5961
8/24/2016,0.2256,,,8/26/2016,0.6239
8/25/2016,0.2509,,,8/29/2016,0.6275
8/26/2016,0.2481,,,8/30/2016,0.6807
8/29/2016,0.2927,,,8/31/2016,0.5826
8/30/2016,0.2525,,,09/01/2016,0.5939
8/31/2016,0.2555,,,09/02/2016,0.6254
09/01/2016,0.2392,,,09/05/2016,0.6937
09/02/2016,0.2591,,,09/06/2016,0.6911
09/05/2016,0.2626,,,09/07/2016,0.6043
09/06/2016,0.2675,,,09/08/2016,0.6373
09/07/2016,0.2426,,,09/09/2016,0.7341
09/08/2016,0.2421,,,09/12/2016,0.8029
09/09/2016,0.2566,,,9/13/2016,0.8203
09/12/2016,0.2638,,,9/14/2016,0.9102
9/13/2016,0.2517,,,9/15/2016,0.8235
9/14/2016,0.2717,,,9/16/2016,0.8221
9/15/2016,0.252,,,9/19/2016,0.7871
9/16/2016,0.2426,,,9/20/2016,0.7929
9/19/2016,0.2335,,,9/21/2016,0.7102
9/20/2016,0.2253,,,9/22/2016,0.7185
9/21/2016,0.2194,,,9/23/2016,0.6466
9/22/2016,0.2195,,,9/26/2016,0.6388
9/23/2016,0.2102,,,9/27/2016,0.5977
9/26/2016,0.2048,,,9/28/2016,0.584
9/27/2016,0.1993,,,9/29/2016,0.5918
9/28/2016,0.1957,,,9/30/2016,0.592
9/29/2016,0.2112,,,10/03/2016,0.6549
9/30/2016,0.2188,,,10/04/2016,0.6316
10/03/2016,0.2237,,,10/05/2016,0.6908
10/04/2016,0.2262,,,10/06/2016,0.7236
10/05/2016,0.2342,,,10/07/2016,0.8021
10/06/2016,0.2432,,,10/10/2016,0.829
10/07/2016,0.2746,,,10/11/2016,0.9237
10/10/2016,0.3053,,,10/12/2016,0.8941
10/11/2016,0.3493,,,10/13/2016,0.9377
10/12/2016,0.3398,,,10/14/2016,0.9003
10/13/2016,0.3699,,,10/17/2016,0.9571
10/14/2016,0.3618,,,10/18/2016,0.9838
10/17/2016,0.3692,,,10/19/2016,0.9358
10/18/2016,0.351,,,10/20/2016,0.9479
10/19/2016,0.3478,,,10/21/2016,0.9443
10/20/2016,0.3519,,,10/24/2016,0.9346
10/21/2016,0.363,,,10/25/2016,0.927
10/24/2016,0.3548,,,10/26/2016,0.9839
10/25/2016,0.3633,,,10/27/2016,1.0033
10/26/2016,0.3848,,,10/28/2016,1.1155
10/27/2016,0.4037,,,10/31/2016,1.1387
10/28/2016,0.4052,,,11/01/2016,1.1139
10/31/2016,0.409,,,11/02/2016,1.1647
11/01/2016,0.4066,,,11/03/2016,1.0229
11/02/2016,0.4011,,,11/04/2016,1.0903
11/03/2016,0.3817,,,11/07/2016,0.984
11/04/2016,0.4138,,,11/08/2016,1.0577
11/07/2016,0.3775,,,11/09/2016,1.1435
11/08/2016,0.4056,,,11/10/2016,1.1562
11/09/2016,0.4164,,,11/11/2016,1.2822
11/10/2016,0.4237,,,11/14/2016,1.289
11/11/2016,0.439,,,11/15/2016,1.3298
11/14/2016,0.4623,,,11/16/2016,1.284
11/15/2016,0.4557,,,11/17/2016,1.3058
11/16/2016,0.465,,,11/18/2016,1.3294
11/17/2016,0.4612,,,11/21/2016,1.4162
11/18/2016,0.4535,,,11/22/2016,1.3565
11/21/2016,0.4563,,,11/23/2016,1.3043
11/22/2016,0.4488,,,11/24/2016,1.3956
11/23/2016,0.4458,,,11/25/2016,1.3846
11/24/2016,0.4441,,,11/28/2016,1.3636
11/25/2016,0.4641,,,11/29/2016,1.3353
11/28/2016,0.4463,,,11/30/2016,1.2928
11/29/2016,0.4384,,,12/01/2016,1.3413
11/30/2016,0.4417,,,12/02/2016,1.4373
12/01/2016,0.4545,,,12/05/2016,1.2897
12/02/2016,0.468,,,12/06/2016,1.2881
12/05/2016,0.4246,,,12/07/2016,1.345
12/06/2016,0.4408,,,12/08/2016,1.2883
12/07/2016,0.4591,,,12/09/2016,1.334
12/08/2016,0.4507,,,12/12/2016,1.4222
12/09/2016,0.4438,,,12/13/2016,1.4436
12/12/2016,0.4595,,,12/14/2016,1.4007
12/13/2016,0.4528,,,12/15/2016,1.3264
12/14/2016,0.4625,,,12/16/2016,1.4781
12/15/2016,0.448,,,12/19/2016,1.4246
12/16/2016,0.4683,,,12/20/2016,1.3964
12/19/2016,0.4661,,,12/21/2016,1.3794
12/20/2016,0.4627,,,12/22/2016,1.3637
12/21/2016,0.4632,,,12/23/2016,1.3517
12/22/2016,0.4759,,,12/26/2016,1.313
12/23/2016,0.4744,,,12/27/2016,1.3157
12/26/2016,0.4625,,,12/28/2016,1.3156
12/27/2016,0.4776,,,12/29/2016,1.2751
12/28/2016,0.4775,,,12/30/2016,1.2061
12/29/2016,0.4673,,,01/02/2017,1.2226
12/30/2016,0.4278,,,01/03/2017,1.2304
01/02/2017,0.408,,,01/04/2017,1.309
01/03/2017,0.4245,,,01/05/2017,1.3405
01/04/2017,0.418,,,01/06/2017,1.2935
01/05/2017,0.4407,,,01/09/2017,1.3644
01/06/2017,0.4173,,,01/10/2017,1.3285
01/09/2017,0.4398,,,01/11/2017,1.4242
01/10/2017,0.4269,,,01/12/2017,1.3084
01/11/2017,0.4297,,,1/13/2017,1.2842
01/12/2017,0.4235,,,1/16/2017,1.3453
1/13/2017,0.4273,,,1/17/2017,1.299
1/16/2017,0.4456,,,1/18/2017,1.279
1/17/2017,0.4381,,,1/19/2017,1.3276
1/18/2017,0.4579,,,1/20/2017,1.4206
1/19/2017,0.4497,,,1/23/2017,1.4277
1/20/2017,0.4816,,,1/24/2017,1.3752
1/23/2017,0.5202,,,1/25/2017,1.4017
1/24/2017,0.4953,,,1/26/2017,1.4776
1/25/2017,0.4933,,,1/27/2017,1.527
1/26/2017,0.525,,,1/30/2017,1.4698
1/27/2017,0.5357,,,1/31/2017,1.4698
1/30/2017,0.5308,,,02/01/2017,1.4337
1/31/2017,0.527,,,02/02/2017,1.4933
02/01/2017,0.5193,,,02/03/2017,1.4251
02/02/2017,0.5287,,,02/06/2017,1.3981
02/03/2017,0.4781,,,02/07/2017,1.3466
02/06/2017,0.4644,,,02/08/2017,1.3238
02/07/2017,0.4545,,,02/09/2017,1.2545
02/08/2017,0.4595,,,02/10/2017,1.2747
02/09/2017,0.4318,,,2/13/2017,1.2553
02/10/2017,0.4486,,,2/14/2017,1.3223
2/13/2017,0.4386,,,2/15/2017,1.3493
2/14/2017,0.4574,,,2/16/2017,1.341
2/15/2017,0.4605,,,2/17/2017,1.3109
2/16/2017,0.4474,,,2/20/2017,1.2528
2/17/2017,0.4467,,,2/21/2017,1.2564
2/20/2017,0.4118,,,2/22/2017,1.2489
2/21/2017,0.414,,,2/23/2017,1.2366
2/22/2017,0.4341,,,2/24/2017,1.2105
2/23/2017,0.4213,,,2/27/2017,1.1149
2/24/2017,0.4288,,,2/28/2017,1.1171
2/27/2017,0.3889,,,03/01/2017,1.0977
2/28/2017,0.3934,,,03/02/2017,1.1569
03/01/2017,0.3864,,,03/03/2017,1.2146
03/02/2017,0.401,,,03/06/2017,1.2032
03/03/2017,0.4093,,,03/07/2017,1.2026
03/06/2017,0.4194,,,03/08/2017,1.1637
03/07/2017,0.4378,,,03/09/2017,1.2011
03/08/2017,0.4174,,,03/10/2017,1.2354
03/09/2017,0.4243,,,3/13/2017,1.2809
03/10/2017,0.4419,,,3/14/2017,1.2563
3/13/2017,0.4519,,,3/15/2017,1.2588
3/14/2017,0.4483,,,3/16/2017,1.2247
3/15/2017,0.4515,,,3/17/2017,1.271
3/16/2017,0.4418,,,3/20/2017,1.2555
3/17/2017,0.4645,,,3/21/2017,1.2346
3/20/2017,0.4761,,,3/22/2017,1.2546
3/21/2017,0.4771,,,3/23/2017,1.2312
3/22/2017,0.5025,,,3/24/2017,1.2853
3/23/2017,0.4744,,,3/27/2017,1.2489
3/24/2017,0.501,,,3/28/2017,1.2086
3/27/2017,0.4912,,,3/29/2017,1.2552
3/28/2017,0.4925,,,3/30/2017,1.2116
3/29/2017,0.497,,,3/31/2017,1.1504
3/30/2017,0.4755,,,04/03/2017,1.1521
3/31/2017,0.4691,,,04/04/2017,1.089
04/03/2017,0.4646,,,04/05/2017,1.064
04/04/2017,0.4257,,,04/06/2017,1.1117
04/05/2017,0.409,,,04/07/2017,1.1
04/06/2017,0.4188,,,04/10/2017,1.1056
04/07/2017,0.424,,,04/11/2017,1.066
04/10/2017,0.4073,,,04/12/2017,1.054
04/11/2017,0.3927,,,4/13/2017,1.0268
04/12/2017,0.3976,,,4/14/2017,1.073
4/13/2017,0.3906,,,4/17/2017,1.0749
4/14/2017,0.3817,,,4/18/2017,1.0648
4/17/2017,0.3762,,,4/19/2017,0.9938
4/18/2017,0.376,,,4/20/2017,1.0405
4/19/2017,0.3777,,,4/21/2017,1.0648
4/20/2017,0.3933,,,4/24/2017,1.043
4/21/2017,0.3945,,,4/25/2017,1.0585
4/24/2017,0.384,,,4/26/2017,1.1102
4/25/2017,0.385,,,4/27/2017,1.1074
4/26/2017,0.3941,,,4/28/2017,1.1028
4/27/2017,0.3899,,,05/01/2017,1.1157
4/28/2017,0.3865,,,05/02/2017,1.1174
05/01/2017,0.3984,,,05/03/2017,1.1405
05/02/2017,0.4005,,,05/04/2017,1.1189
05/03/2017,0.3975,,,05/05/2017,1.1708
05/04/2017,0.3948,,,05/08/2017,1.1824
05/05/2017,0.4203,,,05/09/2017,1.215
05/08/2017,0.4327,,,05/10/2017,1.2428
05/09/2017,0.4396,,,05/11/2017,1.233
05/10/2017,0.4441,,,05/12/2017,1.215
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
